lsa_0,lsa_1,lsa_2,lsa_3,lsa_4,lsa_5,lsa_6,lsa_7,lsa_8,lsa_9,lsa_10,lsa_11,lsa_12,lsa_13,lsa_14,lsa_15,lsa_16,lsa_17,lsa_18,lsa_19,lsa_20,lsa_21,lsa_22,lsa_23,lsa_24,lsa_25,lsa_26,lsa_27,lsa_28,lsa_29,lsa_30,lsa_31,lsa_32,lsa_33,lsa_34,lsa_35,lsa_36,lsa_37,lsa_38,lsa_39,lsa_40,lsa_41,lsa_42,lsa_43,lsa_44,lsa_45,lsa_46,lsa_47,lsa_48,lsa_49,lsa_50,lsa_51,lsa_52,lsa_53,lsa_54,lsa_55,lsa_56,lsa_57,lsa_58,lsa_59,lsa_60,lsa_61,lsa_62,lsa_63,lsa_64,lsa_65,lsa_66,lsa_67,lsa_68,lsa_69,lsa_70,lsa_71,lsa_72,lsa_73,lsa_74,lsa_75,lsa_76,lsa_77,lsa_78,lsa_79,lsa_80,lsa_81,lsa_82,rating,rating_mid_dist,title_len,body_len,word_count,avg_word_len,sentiment_strength,sentiment_is_positive,is_helpful
0.1984967414470148,-0.1375331304212336,-0.06822945704819226,-0.11462613595330556,-0.0318261392968358,0.04331412664274052,0.01915806210249149,-0.058264536228578745,-0.042481616784034476,-0.030980712419204658,-0.0248399785344552,0.09657805010419304,-0.06208815528164033,-0.03077768951242755,0.06322308952531268,0.08453794636971196,-0.06963493281836965,-0.07389095741537527,-0.04061476527326666,-0.0008639921614304429,-0.09000676407214594,-3.169695443231389e-05,0.026464861999270763,-0.05547474424461625,-0.036675994963897375,0.038284212400922876,-0.006026536450453507,-0.06919827053084152,0.04218401704063441,-0.10373804694058229,-0.07998018400502774,-0.01012330546879056,-0.028820176967262696,-0.067420787414987,0.07707064750670205,-0.06528064236797636,0.059045446796018385,-0.04827784584664285,0.05306722348607639,-0.0982069135749456,0.021598442763176604,0.06642440677499382,0.05908241871108194,-0.11489743549910991,0.0017385903710852003,0.049761631455284866,-0.04172757626400556,-0.040759488243403155,-0.0961798313402508,0.0139971070603888,-0.062173016887451124,-0.06002778926109004,0.07906995685928221,-0.09166148724074158,-0.05133577612953429,0.08236109025849704,0.053174516688819076,0.0234263882563709,0.04012956292422657,0.035041742338080974,-0.10983068885642486,-0.04458194967855206,-0.02084385536171206,0.14217769353118184,-0.09047445581197087,-0.049324524577109,-0.03430255118682532,-0.014428201764070466,0.06976796678010118,0.06252994312146232,0.01271399460878395,0.02792032063782654,0.06360629653083963,0.10763845368352175,-0.042065880210192357,0.0012439759876331363,-0.008358157024398748,0.05328612808021038,0.030246502061857534,-0.011292668065728496,-0.0890001347372465,0.034169392783792635,-0.016692105832525436,4,1,4,238,23,10.347826086956522,0.8834,1,1
0.18932007215150065,0.05464455144472333,-0.07369679402830424,0.13961886041104843,-0.006566949691716386,-0.02770741316705049,-0.021764223406309124,0.07130180927594829,0.013308437886020817,0.02507515617150856,-0.017866250367205412,0.05499336571475611,-0.04919444141114735,0.07559639106740551,-0.15685207796456338,-0.12632493446804197,0.0848142470336213,-0.013888369115746514,0.052641480519787495,-0.03386520800847423,0.08849889856114089,0.11711924336183295,0.00442922939011234,-0.010197537338137545,-0.018843680579180337,0.18653061065440055,-0.14208711008789046,0.07338363176732005,0.026319176328058067,-0.03283342948415086,-0.02367866781209026,0.14999568745467434,-0.031644426592524304,-0.01664149382329549,0.06920731564051658,-0.16905058480139198,-0.0199275809042688,-0.06500688218978569,0.06631497268164864,0.10598142083443318,-0.073130597568101,-0.004497168492907646,0.02235450607581188,-0.15302696273447147,-0.05445289623817771,-0.08186245365310793,-0.14347269690965153,0.01353232879763284,-0.10338487965268255,0.029334808840565142,0.056337003763097825,0.06930879110310176,0.0010658551711357832,0.07925502400932545,-0.04680514819975552,-0.010249278618020734,-0.09942464192902141,-0.03776847968230988,0.014463710294928694,0.06908098465413273,-0.07034216249008009,-0.06485770836500067,0.07357582558940105,-0.0954800115177357,-0.04140604146650379,0.018581171735316558,0.026003025949770445,-0.013958591910269012,-0.04270820722887113,-0.021569601697289435,0.09051321108318824,0.011249028163885476,0.03187482005927739,-0.0627850529423446,0.05359020784530243,0.05866738262323307,-0.02468250994648298,-0.07880011331508129,0.05240459792657345,-0.005339618215653451,0.03478724431559315,-0.01359243978601165,9.991104491048272e-05,5,2,24,213,24,8.875,0.9312,1,1
0.19057432132320737,0.14546858324930587,0.004569515500301374,-0.10902990090618835,-0.10484001104605531,-0.0896773185064878,0.013018780003359098,0.5595809897818473,-0.06321958529209323,0.1603261373581683,0.08897157702743565,-0.0932769060235747,-0.15916602454702897,-0.005603783285345008,0.04394657621764618,0.039469507004623136,0.07625616969257606,-0.00587350235687212,-0.07269102698702637,0.05052380842326176,-0.00978172685968628,-0.006773104376467512,0.028740446209238976,0.004126610309665061,0.018780752352903576,-0.002360227753355637,0.04710399640766012,-0.028282279433920175,-0.045430103420636754,-0.017808625482592433,0.031465479194472956,-0.016621412186992375,0.008440447534145436,0.00955081645824668,0.002574731374060894,0.023273393889607814,0.016078967506020482,0.00473342597615657,-0.00983858059256138,0.003987553937199739,0.04887091518801895,-0.016967411041242664,0.03550478027196402,-0.025415650045725418,0.012919133207835618,0.014705381156226315,-0.031242577682118088,-0.04449053446373714,-0.008745868736508806,-0.0007455928316952252,0.013411375073608648,0.004275154364857119,-0.04204209913013841,-0.02104506651931019,0.04566751702659342,0.01712357621314056,-0.012162863410775354,0.015710719842809417,-0.017833794414452035,-0.03773982866001885,0.047495670098554085,-0.029956400518341048,0.004996028577596932,-0.005251102866605015,0.02328429607759355,-0.019989281310905032,0.0031277352158791977,-0.027373864141134647,-0.03413651727698517,0.05321637585578691,-0.012093036508263258,-0.03436747804926229,-0.01993978197769273,0.049860296993083,0.009269457045123575,-0.01299450254705876,-0.005111874973736674,-0.009090575428726594,-0.006674573010005229,0.003112993098775168,-0.0238860635381501,0.013731930032087709,0.024790062251647985,5,2,75,963,102,9.441176470588236,0.989,1,1
0.06935856334976509,-0.10729185619059553,-0.036069646654778034,-0.023028607350291788,-0.055592787794089514,0.0023260072625373492,-0.001138661545671733,-0.037442513133094095,0.1295785370420823,0.05049178553098664,-0.0005209443001926257,-0.01691368382478222,-0.02251093394116454,-0.007704870525104261,0.06535578425954204,0.0670659061374252,0.02335039007839305,-0.030397783735017204,0.001975842623847396,0.06862534685705499,-0.011113136312668298,-0.019832495590186718,-0.029641367623578337,-0.015810822796200347,-0.019429092796744044,0.011884616526696173,0.0376269882526269,-0.03488756077330447,-0.03316899208717895,0.06020703313193491,0.011095041979916037,0.011050035274326183,0.06972926503593457,0.02160725423699861,0.009454476458688311,-0.051843307101660574,-0.0355741862375578,0.0666840934727471,-0.011649212397659568,0.015337440144790835,0.00658021986774413,0.00981089539027754,-0.052678028755219056,-0.06688481339816006,0.05117232464608623,0.026455921390602207,-0.029663949249731144,-0.006280428380823653,-0.10030076305807183,0.0017472101463717436,-0.0050739195961968225,-0.01405097566053837,0.01833544861342607,-0.04660490248903314,0.07453736782889789,-0.05155794373592135,0.061088385273466696,-0.04213234620940288,0.02362065167289058,-0.0014919146374955169,-0.04353990081011527,-0.014452873716063873,0.08326909091930323,0.03796132667466359,0.011925538169876997,0.021706131242257766,0.0721792737146846,-0.03138690557379403,-0.014103659680172386,-0.08615346060308877,0.07359102638797253,-0.0409194373913615,0.07296533095426917,-0.051712906265584044,-0.08068428122333815,0.03421714562232402,-0.005262986720672271,-0.08413600140199268,0.024772153737988755,0.09819099328635664,-0.01548801293217231,0.014360696778559643,-0.006134171939747581,5,2,30,63,8,7.875,0.8707,1,0
0.21697054425591353,0.10657037208706915,-0.05144273841728093,0.05909380088151374,-0.03485842122207228,0.040860488570506566,-0.10073487590118708,-0.00018544942437180085,0.05469090603930207,-0.020737532039887336,0.010193458521899741,0.06798134545361595,-0.06250088607379475,-6.768227026119743e-05,-0.03857683407135952,-0.0919206405588098,-0.09887082692697949,-0.018266027941078664,-0.007272429160180142,-0.026039421790108565,0.020236097290637026,-0.11053705243772381,0.11830327356677858,-0.023925041930448237,0.03798380702183584,-0.05600732266071714,0.17077986911260373,-0.04922732125985722,0.03998206594802752,-0.18626359438125364,-0.10964808120490901,0.1307099177433199,-0.05240554345057484,-0.0641430452418346,0.10725540938184042,-0.10228144750048371,0.03868989855038468,0.27021697047088056,-0.12749862414159904,-0.0065058695078322095,-0.08478578155903645,-0.15374515721398901,-0.09084347394573582,-0.01586085397637351,0.02033119360475535,-0.003754487734416519,0.015243257358256445,-0.02502494895035139,-0.13102914186710116,0.004829213984226407,0.03133652284325148,-0.011920726605000799,-0.040453647780921496,-0.020299999717538965,-0.13378320839574803,-0.023825341081545794,-0.018686691538335413,0.028224810639188348,-0.03072573823997208,-0.005033145055049058,-0.08250058066159816,-0.11425137598520313,-0.027794436781397917,0.08080374460635965,-0.05298106207219092,0.003996594755518588,0.06713146030647774,0.02116688088192576,0.01950799431485836,0.03879705032974402,0.007366846608390567,-0.005929022179021341,-0.1129029404719958,0.09542943699097368,-0.05577964582555078,0.0015774142399421248,0.012891781339960953,0.0643527457821345,-0.04205026894410559,-0.015197583993127801,-0.03333975840905407,-0.0025874047251338798,0.003309932109422311,5,2,58,745,74,10.067567567567568,0.9916,1,1
0.4356776751110282,-0.2147803692324817,0.10804403460999183,0.2636872471082197,-0.15196952992481236,-0.19654166481826135,-0.034264998327415634,-0.019553202247896473,0.08160203649499057,-0.044219458733480405,-0.014719109454263135,-0.0956543356195361,-0.17076534988624734,0.09048461941725583,-0.09654797667098645,-0.11073237674923643,0.019073714229245267,-0.06322262437613141,-0.018686240420904443,0.10551568429044533,-0.10259636553983267,0.04175757178715205,-0.10301225632707522,-0.02320193161611062,-0.09074547544676125,0.0698594169088295,0.09111620689417135,-0.09037567213675914,-0.20837547168909323,0.006075899655509198,0.00732193940516975,0.04209813098703763,0.0410660438018733,0.05061692381369011,0.044663324962025464,0.03522593517469258,0.09165203144142822,0.08215478034485925,-0.014269205748764644,-0.03498361011772016,0.008030591083200258,0.044210474871692766,0.046257049719283225,0.058108723255354704,-0.1556301318577466,-0.054505492369825895,0.03301212243681187,0.11166686560521805,0.010322013276118924,0.0022441514650744683,0.03471118450846302,0.015316445826632273,-0.005706382721587461,-0.011064687296988358,-0.03262382470271495,0.0852904178374684,0.015747933739453244,-0.0008767002457344339,0.054059500115372826,0.08880761528767425,0.037510857810997264,-0.0653197470815731,-0.06724405597958436,0.009640294724652802,-0.029422608718457484,-0.023244277155234947,-0.06171477582592294,-0.002146183335100106,-0.022345571956288127,-0.044315642972832484,-0.11000451006057463,-0.0039279210277799684,0.008749561919445228,-0.013630147427502395,0.0791673134981351,-0.07847012762302287,0.023833464809269015,0.01834676307939647,0.05170773513274284,-0.04779245244869858,-0.03082331868884607,-0.02003525646397578,-0.08651973416539421,5,2,33,294,31,9.483870967741936,0.9856,1,1
0.20579240419120745,0.10924846869492144,-0.04335695998789087,0.004261694033483381,-0.0724890118812281,0.11895989294381347,-0.04514535937535485,0.05906603918847639,0.06434085986437088,-0.0906294108206079,-0.12239432817779444,0.13774191403035346,0.018677867048856225,-0.20815928914899012,-0.001802276119845462,0.0732296984644501,-0.0731344547321957,-0.10493571633090168,-0.025905502958035453,0.19134061852453552,0.13235291682961078,-0.11841161033103845,-0.04675325254627602,-0.07041284796379589,-0.08366223298350213,0.021182226963712934,-0.07175387013093909,-0.034543546581769724,-0.05599971018770593,0.0869287112545041,-0.11049595621793203,-0.044988419975318515,-0.05184452603366336,0.007135601353358074,-0.10296490568123332,-0.05063906927625132,0.08833421701435269,0.025440367591563342,0.1380044747203291,-0.021440259124345912,0.059494633927010765,-0.001384056557807147,-0.04021336656372917,0.005024945300608428,-0.06168082988236471,-0.02665448978422323,0.10849929452600192,-0.0744829800378195,-0.09789662888175876,0.02132044814358485,0.11841962497952754,0.004017089683003251,0.0024294676500722593,0.07787193663056699,0.020068430826668954,0.03143723198711723,-0.01442267144042454,0.025282260862921988,-0.04531968271028444,-0.06010186563431897,0.019251134815350453,0.1316892874121852,-0.053338449322914094,0.0535051482916506,0.06684150814519538,0.026477842825764163,0.026322540580820872,0.0035860302090542162,-0.013264008532359269,-0.014235953386085883,-0.04330538864677185,0.020732955552558236,0.006121421931415047,-0.01281594614540872,-0.050644158004624934,0.03305353619792692,-0.040489879494744474,-0.007198644529691466,0.0461357057363565,-0.0033504217925094844,0.009881850461653992,-0.020108989097691536,-0.019860441069437785,4,1,36,337,35,9.628571428571428,0.9461,1,1
0.16204517715507466,-0.08314651875653183,-0.07034979786429615,-0.06497742433437488,0.011538964619084977,0.03879262958057506,0.019948638177427615,0.03178415260101696,-0.0681099612921167,0.01381195087664869,-0.0142744363047639,0.11909258206443901,0.040757347443091244,0.05726488408921169,-0.0677951616626817,-0.05083536656831753,0.011052123526324838,-0.03395713634261141,-0.007394167028955351,-0.003977570648849544,0.038092331062910004,0.017276567942670008,-0.0005168412601767076,0.009867103649215324,0.03637553231182169,0.04561870976683168,-0.01496529439274213,0.0009779988259976484,-0.051995101110445405,0.01705510165170809,-0.015060488474766641,0.01167592065628523,-0.054824613098923135,-0.08072693075122288,0.07189397901134205,0.08139699159865836,-0.06413859176722435,0.020208114436888417,0.000764387644197177,-0.09361917474614015,0.009001095779726433,-0.007584283235379015,-0.009669996885826346,0.09193962558070418,0.03824987343170183,-0.10849772945153521,-0.03186641045657467,0.03282120932441768,0.10266825924020448,-0.03731410833235393,-0.022849875854327,0.08345915508522125,-0.04684074705010792,0.058376045356828984,-0.07505466278924451,0.01621643442808025,0.060574647224485544,0.020738664449113212,0.024288223946439452,-0.08515526823573093,0.022393160480178087,-0.050237589793953354,-0.07295873079933217,-0.15005735763276246,0.037756118277277914,-0.011381820842891435,-0.03329495568835938,-0.0237171409343635,-0.05008367878831045,-0.011110955534917052,0.09948692966969075,0.017276442869234823,0.07620337442174863,-0.06080602726028781,-0.0217461551436434,-0.03059285766698795,-0.07909424185223533,-0.08502786933493871,0.039724007530603914,-0.003470906432623778,-0.060164896479240136,-0.0037979022196209904,-0.025864935465481027,5,2,5,450,40,11.25,0.8811,1,1
0.2209205192563296,0.03397353298498078,0.01412718361694368,0.040456024224209776,0.09781275877630537,0.05946201147260351,0.03244030796378391,0.012621311713580453,0.011143595129684103,0.03928653416323723,-0.03732264687544185,0.03210674425403131,-0.05955850307987158,-0.02148215556962505,0.046528327652792,-0.11309504400606686,0.00687139563917499,0.015422550428427521,0.019423687881586514,-0.13360961721242737,0.010113885191565853,-0.053402930572205326,0.10049366591877884,-0.1833937188782253,-0.03236120736478474,0.15976077667671493,0.10595221374278298,-0.08224321589007877,-0.04744780998015775,-0.06349265818040134,-0.06904501262425208,-0.014822025542964693,-0.02423007140957647,0.056163275657749714,-0.021955908429863544,0.014580506640891392,-0.12542108590484544,0.15292120353676658,-0.0701162529385299,-0.026066141808368543,0.0434598074536855,-0.053385784079756415,-0.054305294326531604,0.08019761479258296,0.07065602349510279,-0.08212539466347465,0.012537223327394,0.11010342808095569,-0.0011656718804345031,0.056657289414541845,-0.012612992393972886,-0.010385770714798771,-0.034885685396676004,-0.06145395812324535,0.04760653834425836,0.03906285896618147,0.008208692711534786,-0.043655626072844664,-0.04608998582027364,-0.04373117133242249,-0.055075056304661855,0.000858360185612564,-0.010318587630142617,-0.06779755678539394,-0.06197475194923156,-0.05083123125517393,-0.017286014045947862,-0.06694099495131724,-0.046190759056830615,-0.07315645048805719,0.0024195008174917217,0.05767632936400079,0.02292570311316067,0.021168082003426646,0.03257896911122519,0.020210289327844865,0.08755090602820015,0.021781591439724645,0.01361624719372704,-0.024982770486465293,-0.021359554528030057,-0.0018835471261903667,-0.014147487420341897,5,2,36,250,29,8.620689655172415,0.9403,1,1
0.2651237416199027,0.03135278683916745,0.18999891519975162,0.03973816105039574,0.015801780175253553,-0.24535672560446584,-0.08538711240584049,0.058112741556758,-0.04485946310657738,-0.03637678083960123,0.021544553359332516,-0.08213188999880883,-0.022228176958291015,-0.041691003750283125,-0.07406422616403702,-0.017588588020812704,-0.041854864953021036,-0.1295252782914341,0.013825425327409137,0.019970428613140627,0.002934150548179197,0.059985673109573666,-0.009380858251510272,0.045549262322677406,-0.12611586473346212,-0.03342969100897617,0.1059468182206513,0.04008106000084504,-0.038921941398970525,-0.07814380135312922,-0.06108906762807253,-0.007313019399236754,-0.04446257353498845,-0.002344357991062939,0.017924265248134976,-0.010054712593796715,0.07170090307998207,0.03793125262072638,0.024700246925353185,0.02951440175367847,-0.04615324723313294,-0.042337350230015135,0.06271454755699728,0.05011167108392173,-0.06634934960923372,0.03194828359419012,-0.023852577692250243,-0.030447734773551942,0.04933720233376575,-0.05815582091711863,-0.06082076581235461,0.06387016588261639,0.0025368629685259287,0.08981901795746611,-0.03590698343132121,0.048086752464142436,0.04481660076779427,-0.021174865480199017,-0.01911319854089125,0.027887668887098205,-0.03262907759081255,0.05352804152841161,0.019824030378574317,0.011831582184643304,0.06648533886619237,-0.019920743537292267,0.018225136043820065,0.02490613483082155,0.015505422816434524,-0.044306990738983795,-0.014972546260849637,0.027034955061391974,-0.016965359965429517,-0.02914004493662645,0.07711233395610002,-0.016344189701337962,0.01701267960429715,-0.010405686405806348,0.0070907191080373366,0.008273588056953473,-0.0078028885203401625,0.050395955530035924,-0.01998588574481159,5,2,21,171,19,9.0,0.9391,1,0
